"Report Name","Document comment Annotator 1","Document comment Annotator 2","Document-level expert adjudication requested by at least 1 annotator","Expert ID 1.g1","Expert ID 2.g1","Expert document comment.g1","started.g1","ended.g1","ID","Page used","LLM Year","LLM Scope","LLM Value","LLM Unit","row_expert_requested_by_at_least_one_annotator_or_disagreement","Value correct (Yes/No) Ann 1","Value corrected Ann 1","Corrected page Ann 1","Value correct (Yes/No) Ann 2","Value corrected Ann 2","Corrected page Ann 2","Value: Who is right?.g1","Value corrected (fill in if necessary).g1","Value Reasoning (select if necessary, if multiple apply choose first).g1","Unit correct (Yes/No) Ann 1","Unit corrected Ann 1","Unit correct (Yes/No) Ann 2","Unit corrected Ann 2","Unit: Who is right?.g1","Unit corrected (fill in if necessary).g1","Unit reasoning  (select if necessary, if multiple apply choose first).g1","Comment Ann1","Comment Ann2","Page corrected (fill in if necessary).g1","Expert comment.g1","Unclear record (Yes/No).g1","true_value.g1","true_unit.g1","true_page.g1","Expert ID 1.g2","Expert ID 2.g2","Expert document comment.g2","started.g2","ended.g2","Value: Who is right?.g2","Value corrected (fill in if necessary).g2","Value Reasoning (select if necessary, if multiple apply choose first).g2","Unit: Who is right?.g2","Unit corrected (fill in if necessary).g2","Unit reasoning  (select if necessary, if multiple apply choose first).g2","Page corrected (fill in if necessary).g2","Expert comment.g2","Unclear record (Yes/No).g2","true_value.g2","true_unit.g2","true_page.g2","agreement_value","agreement_unit","agreement_page","agreement_value_unit","agreement_value_unit_page","at_least_one_group_flagged_unclear","Value Ann 1","Value Ann 2","Unit Ann 1","Unit Ann 2","row_disagreement_value_unit_page_or_unclear"
"smith (ds) plc_2021_report.pdf",NA,NA,"Yes","11.0","12.0","we have identified both restated and reported values as correct in line with the recommendation from guidelines to annotate multiple year scope values if so identifed by the company using the ""Doubling: multiple company-level values for scope-year combination"" comment","12:44:00","12:57:00","1230",NA,2014,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"14:27:00","14:44:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"smith (ds) plc_2021_report.pdf",NA,NA,"Yes","11.0","12.0","we have identified both restated and reported values as correct in line with the recommendation from guidelines to annotate multiple year scope values if so identifed by the company using the ""Doubling: multiple company-level values for scope-year combination"" comment","12:44:00","12:57:00","1231",NA,2015,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"14:27:00","14:44:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"smith (ds) plc_2021_report.pdf",NA,NA,"Yes","11.0","12.0","we have identified both restated and reported values as correct in line with the recommendation from guidelines to annotate multiple year scope values if so identifed by the company using the ""Doubling: multiple company-level values for scope-year combination"" comment","12:44:00","12:57:00","1232",NA,2016,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"14:27:00","14:44:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"smith (ds) plc_2021_report.pdf",NA,NA,"Yes","11.0","12.0","we have identified both restated and reported values as correct in line with the recommendation from guidelines to annotate multiple year scope values if so identifed by the company using the ""Doubling: multiple company-level values for scope-year combination"" comment","12:44:00","12:57:00","1233",NA,2017,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"14:27:00","14:44:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"smith (ds) plc_2021_report.pdf",NA,NA,"Yes","11.0","12.0","we have identified both restated and reported values as correct in line with the recommendation from guidelines to annotate multiple year scope values if so identifed by the company using the ""Doubling: multiple company-level values for scope-year combination"" comment","12:44:00","12:57:00","1234",NA,2018,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"14:27:00","14:44:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"smith (ds) plc_2021_report.pdf",NA,NA,"Yes","11.0","12.0","we have identified both restated and reported values as correct in line with the recommendation from guidelines to annotate multiple year scope values if so identifed by the company using the ""Doubling: multiple company-level values for scope-year combination"" comment","12:44:00","12:57:00","1235",NA,2019,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"14:27:00","14:44:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"smith (ds) plc_2021_report.pdf",NA,NA,"Yes","11.0","12.0","we have identified both restated and reported values as correct in line with the recommendation from guidelines to annotate multiple year scope values if so identifed by the company using the ""Doubling: multiple company-level values for scope-year combination"" comment","12:44:00","12:57:00","1236",NA,2020,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"14:27:00","14:44:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"smith (ds) plc_2021_report.pdf",NA,NA,"Yes","11.0","12.0","we have identified both restated and reported values as correct in line with the recommendation from guidelines to annotate multiple year scope values if so identifed by the company using the ""Doubling: multiple company-level values for scope-year combination"" comment","12:44:00","12:57:00","1237",NA,2021,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"14:27:00","14:44:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"smith (ds) plc_2021_report.pdf",NA,NA,"Yes","11.0","12.0","we have identified both restated and reported values as correct in line with the recommendation from guidelines to annotate multiple year scope values if so identifed by the company using the ""Doubling: multiple company-level values for scope-year combination"" comment","12:44:00","12:57:00","1238",NA,2022,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"14:27:00","14:44:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"smith (ds) plc_2021_report.pdf",NA,NA,"Yes","11.0","12.0","we have identified both restated and reported values as correct in line with the recommendation from guidelines to annotate multiple year scope values if so identifed by the company using the ""Doubling: multiple company-level values for scope-year combination"" comment","12:44:00","12:57:00","1239",NA,2013,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"14:27:00","14:44:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"smith (ds) plc_2021_report.pdf",NA,NA,"Yes","11.0","12.0","we have identified both restated and reported values as correct in line with the recommendation from guidelines to annotate multiple year scope values if so identifed by the company using the ""Doubling: multiple company-level values for scope-year combination"" comment","12:44:00","12:57:00","1240",NA,2014,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"14:27:00","14:44:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"smith (ds) plc_2021_report.pdf",NA,NA,"Yes","11.0","12.0","we have identified both restated and reported values as correct in line with the recommendation from guidelines to annotate multiple year scope values if so identifed by the company using the ""Doubling: multiple company-level values for scope-year combination"" comment","12:44:00","12:57:00","1241",NA,2015,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"14:27:00","14:44:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"smith (ds) plc_2021_report.pdf",NA,NA,"Yes","11.0","12.0","we have identified both restated and reported values as correct in line with the recommendation from guidelines to annotate multiple year scope values if so identifed by the company using the ""Doubling: multiple company-level values for scope-year combination"" comment","12:44:00","12:57:00","1242",NA,2016,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"14:27:00","14:44:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"smith (ds) plc_2021_report.pdf",NA,NA,"Yes","11.0","12.0","we have identified both restated and reported values as correct in line with the recommendation from guidelines to annotate multiple year scope values if so identifed by the company using the ""Doubling: multiple company-level values for scope-year combination"" comment","12:44:00","12:57:00","1243",NA,2017,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"14:27:00","14:44:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"smith (ds) plc_2021_report.pdf",NA,NA,"Yes","11.0","12.0","we have identified both restated and reported values as correct in line with the recommendation from guidelines to annotate multiple year scope values if so identifed by the company using the ""Doubling: multiple company-level values for scope-year combination"" comment","12:44:00","12:57:00","1244",NA,2018,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"14:27:00","14:44:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"smith (ds) plc_2021_report.pdf",NA,NA,"Yes","11.0","12.0","we have identified both restated and reported values as correct in line with the recommendation from guidelines to annotate multiple year scope values if so identifed by the company using the ""Doubling: multiple company-level values for scope-year combination"" comment","12:44:00","12:57:00","1245","54",2019,"3",4413,"Kt CO2e","No","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"14:27:00","14:44:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4413,4413,"Kt CO2e","Kt CO2e",FALSE
"smith (ds) plc_2021_report.pdf",NA,NA,"Yes","11.0","12.0","we have identified both restated and reported values as correct in line with the recommendation from guidelines to annotate multiple year scope values if so identifed by the company using the ""Doubling: multiple company-level values for scope-year combination"" comment","12:44:00","12:57:00","1246","54",2020,"3",5048,"Kt CO2e","No","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"14:27:00","14:44:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5048,5048,"Kt CO2e","Kt CO2e",FALSE
"smith (ds) plc_2021_report.pdf",NA,NA,"Yes","11.0","12.0","we have identified both restated and reported values as correct in line with the recommendation from guidelines to annotate multiple year scope values if so identifed by the company using the ""Doubling: multiple company-level values for scope-year combination"" comment","12:44:00","12:57:00","1247",NA,2021,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"14:27:00","14:44:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"smith (ds) plc_2021_report.pdf",NA,NA,"Yes","11.0","12.0","we have identified both restated and reported values as correct in line with the recommendation from guidelines to annotate multiple year scope values if so identifed by the company using the ""Doubling: multiple company-level values for scope-year combination"" comment","12:44:00","12:57:00","1248",NA,2022,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"14:27:00","14:44:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"the simply good foods company_2018_report.pdf",NA,NA,"No","14.0","12.0","Is KfW report, to be discussed what to do in case of conflicting information that cannot be resolved - should the LLM extract both values, the first one, the more detailed one, or none?","16:25:00","16:36:00","161",NA,2013,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is kfW, not simply good foods company","14:02:59","14:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"the simply good foods company_2018_report.pdf",NA,NA,"No","14.0","12.0","Is KfW report, to be discussed what to do in case of conflicting information that cannot be resolved - should the LLM extract both values, the first one, the more detailed one, or none?","16:25:00","16:36:00","162","91",2014,"1",4636,"tonnes","No","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is kfW, not simply good foods company","14:02:59","14:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4636,4636,"tonnes","tonnes",FALSE
"the simply good foods company_2018_report.pdf",NA,NA,"No","14.0","12.0","Is KfW report, to be discussed what to do in case of conflicting information that cannot be resolved - should the LLM extract both values, the first one, the more detailed one, or none?","16:25:00","16:36:00","163","91",2015,"1",5095,"tonnes","No","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is kfW, not simply good foods company","14:02:59","14:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5095,5095,"tonnes","tonnes",FALSE
"the simply good foods company_2018_report.pdf",NA,NA,"No","14.0","12.0","Is KfW report, to be discussed what to do in case of conflicting information that cannot be resolved - should the LLM extract both values, the first one, the more detailed one, or none?","16:25:00","16:36:00","164","91",2016,"1",5260,"tonnes","No","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is kfW, not simply good foods company","14:02:59","14:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5260,5260,"tonnes","tonnes",FALSE
"the simply good foods company_2018_report.pdf",NA,NA,"No","14.0","12.0","Is KfW report, to be discussed what to do in case of conflicting information that cannot be resolved - should the LLM extract both values, the first one, the more detailed one, or none?","16:25:00","16:36:00","165","91",2017,"1",5616,"tonnes","No","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is kfW, not simply good foods company","14:02:59","14:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5616,5616,"tonnes","tonnes",FALSE
"the simply good foods company_2018_report.pdf",NA,NA,"No","14.0","12.0","Is KfW report, to be discussed what to do in case of conflicting information that cannot be resolved - should the LLM extract both values, the first one, the more detailed one, or none?","16:25:00","16:36:00","166","91",2018,"1",5571,"tonnes","No","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is kfW, not simply good foods company","14:02:59","14:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5571,5571,"tonnes","tonnes",FALSE
"the simply good foods company_2018_report.pdf",NA,NA,"No","14.0","12.0","Is KfW report, to be discussed what to do in case of conflicting information that cannot be resolved - should the LLM extract both values, the first one, the more detailed one, or none?","16:25:00","16:36:00","167",NA,2019,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is kfW, not simply good foods company","14:02:59","14:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"the simply good foods company_2018_report.pdf",NA,NA,"No","14.0","12.0","Is KfW report, to be discussed what to do in case of conflicting information that cannot be resolved - should the LLM extract both values, the first one, the more detailed one, or none?","16:25:00","16:36:00","168",NA,2020,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is kfW, not simply good foods company","14:02:59","14:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"the simply good foods company_2018_report.pdf",NA,NA,"No","14.0","12.0","Is KfW report, to be discussed what to do in case of conflicting information that cannot be resolved - should the LLM extract both values, the first one, the more detailed one, or none?","16:25:00","16:36:00","169",NA,2021,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is kfW, not simply good foods company","14:02:59","14:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"the simply good foods company_2018_report.pdf",NA,NA,"No","14.0","12.0","Is KfW report, to be discussed what to do in case of conflicting information that cannot be resolved - should the LLM extract both values, the first one, the more detailed one, or none?","16:25:00","16:36:00","170",NA,2022,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is kfW, not simply good foods company","14:02:59","14:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"the simply good foods company_2018_report.pdf",NA,NA,"No","14.0","12.0","Is KfW report, to be discussed what to do in case of conflicting information that cannot be resolved - should the LLM extract both values, the first one, the more detailed one, or none?","16:25:00","16:36:00","171",NA,2013,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is kfW, not simply good foods company","14:02:59","14:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"the simply good foods company_2018_report.pdf",NA,NA,"No","14.0","12.0","Is KfW report, to be discussed what to do in case of conflicting information that cannot be resolved - should the LLM extract both values, the first one, the more detailed one, or none?","16:25:00","16:36:00","172",NA,2014,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is kfW, not simply good foods company","14:02:59","14:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"the simply good foods company_2018_report.pdf",NA,NA,"No","14.0","12.0","Is KfW report, to be discussed what to do in case of conflicting information that cannot be resolved - should the LLM extract both values, the first one, the more detailed one, or none?","16:25:00","16:36:00","173",NA,2015,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is kfW, not simply good foods company","14:02:59","14:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"the simply good foods company_2018_report.pdf",NA,NA,"No","14.0","12.0","Is KfW report, to be discussed what to do in case of conflicting information that cannot be resolved - should the LLM extract both values, the first one, the more detailed one, or none?","16:25:00","16:36:00","174",NA,2016,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is kfW, not simply good foods company","14:02:59","14:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"the simply good foods company_2018_report.pdf",NA,NA,"No","14.0","12.0","Is KfW report, to be discussed what to do in case of conflicting information that cannot be resolved - should the LLM extract both values, the first one, the more detailed one, or none?","16:25:00","16:36:00","175","91",2017,"2mb",16257,"tonnes","No","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is kfW, not simply good foods company","14:02:59","14:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,16257,16257,"tonnes","tonnes",FALSE
"the simply good foods company_2018_report.pdf",NA,NA,"No","14.0","12.0","Is KfW report, to be discussed what to do in case of conflicting information that cannot be resolved - should the LLM extract both values, the first one, the more detailed one, or none?","16:25:00","16:36:00","176","91",2018,"2mb",7732,"tonnes","No","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is kfW, not simply good foods company","14:02:59","14:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,7732,7732,"tonnes","tonnes",FALSE
"the simply good foods company_2018_report.pdf",NA,NA,"No","14.0","12.0","Is KfW report, to be discussed what to do in case of conflicting information that cannot be resolved - should the LLM extract both values, the first one, the more detailed one, or none?","16:25:00","16:36:00","177",NA,2019,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is kfW, not simply good foods company","14:02:59","14:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"the simply good foods company_2018_report.pdf",NA,NA,"No","14.0","12.0","Is KfW report, to be discussed what to do in case of conflicting information that cannot be resolved - should the LLM extract both values, the first one, the more detailed one, or none?","16:25:00","16:36:00","178",NA,2020,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is kfW, not simply good foods company","14:02:59","14:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"the simply good foods company_2018_report.pdf",NA,NA,"No","14.0","12.0","Is KfW report, to be discussed what to do in case of conflicting information that cannot be resolved - should the LLM extract both values, the first one, the more detailed one, or none?","16:25:00","16:36:00","179",NA,2021,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is kfW, not simply good foods company","14:02:59","14:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"the simply good foods company_2018_report.pdf",NA,NA,"No","14.0","12.0","Is KfW report, to be discussed what to do in case of conflicting information that cannot be resolved - should the LLM extract both values, the first one, the more detailed one, or none?","16:25:00","16:36:00","180",NA,2022,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is kfW, not simply good foods company","14:02:59","14:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"the simply good foods company_2018_report.pdf",NA,NA,"No","14.0","12.0","Is KfW report, to be discussed what to do in case of conflicting information that cannot be resolved - should the LLM extract both values, the first one, the more detailed one, or none?","16:25:00","16:36:00","181",NA,2013,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is kfW, not simply good foods company","14:02:59","14:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
